Id,Full Name,Description,Brand,Category,Price,Currency,Stock,EAN,Color,Size,Availability,Internal ID,zeros,zeros + 1
982,Scale Clock,Treatment because reflect thus never.,Bush-Weeks,Camping & Hiking,249.0,USD,382,8880256351871,MediumOrchid,XS,out_of_stock,79,0,1
983,Portable Scooter X Plus,Participant remain a half.,Mcdonald LLC,Home Decor,453.0,USD,136,5805230997008,Moccasin,100x200 mm,out_of_stock,95,0,1
984,Premium Camera Router Fan Max Compact Prime,Two act later guy idea large magazine resource.,"Fisher, Chan and Ashley",Men's Clothing,897.0,USD,237,8452529246506,LightGreen,15x20 cm,backorder,37,0,1
985,Premium Cooler Treadmill,Seat word walk around ball fight interesting.,"Francis, Holloway and Glenn",Cycling,505.0,USD,709,9160438117891,LavenderBlush,L,backorder,86,0,1
986,Advanced Stove Monitor Tablet,Two three church myself.,Bond PLC,Cleaning Supplies,471.0,USD,65,8923345580292,LightSlateGray,8x10 in,pre_order,58,0,1
987,Advanced Projector Compact Sense Mini,Usually quite I floor majority couple usually.,Mcintosh Inc,Toys & Games,179.0,USD,106,1914304125804,Lavender,Large,backorder,66,0,1
988,Portable Webcam Stove Grill Edge Premium,Respond believe case simply term administration.,"Lang, Paul and Silva",Skincare,437.0,USD,264,1775948161944,DarkOrange,XXL,out_of_stock,89,0,1
989,Blender Treadmill Tablet,Wonder reality feel smile generation couple.,"George, Oconnor and Gray",Fitness Equipment,754.0,USD,442,1563370414932,Linen,100x200 mm,discontinued,7,0,1
990,Advanced Heater Ultra Wireless Go,Customer find son along often yeah degree.,"Daugherty, Cooper and Gardner",Books & Stationery,518.0,USD,5,9085154634746,MediumAquaMarine,30x40 cm,in_stock,76,0,1
991,Pro Fan Wireless Prime,Each choice street officer have recognize.,"Flynn, Ayers and Duffy",Furniture,622.0,USD,928,1617640284524,DeepSkyBlue,XXL,discontinued,29,0,1
992,Compact Radio Light Fan Sense,Arrive serious skin campaign building eat determine.,"Reed, Sheppard and Irwin",Shoes & Footwear,944.0,USD,462,7349584995047,LimeGreen,50x70 cm,backorder,1,0,1
993,Smart Radio,Late seek film seat.,Mueller-Steele,Home Decor,660.0,USD,826,3853108418942,DarkMagenta,10x10 cm,pre_order,30,0,1
994,Portable Clock Drone Charger Clean Ultra,Most bar receive apply.,Ruiz Group,"Accessories (Bags, Hats, Belts)",562.0,USD,925,9133965711610,LightSalmon,30x40 cm,in_stock,81,0,1
995,Compact Scale Headphones Sense Prime,Sign want nor affect campaign see note.,Fuentes-Curtis,Sports & Outdoors,537.0,USD,801,9523640936573,RoyalBlue,M,in_stock,59,0,1
996,Silent Router Phone Portable Automatic,Piece the fight near never once bank.,Huffman Group,Toys & Games,903.0,USD,737,8227581307423,MediumAquaMarine,XL,limited_stock,33,0,1
997,Digital Treadmill Clean Go,Apply drive outside reach apply.,Woodward Group,Toys & Games,8.0,USD,330,522633507294,PaleVioletRed,Medium,out_of_stock,9,0,1
998,Wireless Vacuum Shaver,Line cup course student each about.,Ramos-Cardenas,Beauty & Personal Care,615.0,USD,630,1892829625606,PaleVioletRed,Extra Large,pre_order,4,0,1
999,Portable Cooker Brush 360 Digital Mini,History feel worry painting only power bad.,Hooper-Bender,Men's Clothing,811.0,USD,566,1683591150065,LightGreen,S,in_stock,65,0,1
1000,Smart Watch Edge Digital Sense,Pay image either rest.,Campos Inc,Kitchen Appliances,867.0,USD,769,8697154897673,Gainsboro,50x70 cm,limited_stock,10,0,1
